Customer ID,Full Name,Credit Score,Credit Limit,Outstanding Debt,SSN
642,Sarah Young,615,"$8,418 ","$1,156 ",511484070
643,Amanda Leon,680,"$9,089 ","$2,405 ",426525315
644,Elizabeth Johnson,712,"$8,701 ","$2,065 ",577160931
645,Eric Carrillo,688,"$7,659 ","$2,248 ",746695140
646,James Webster,604,"$10,838 ","$3,349 ",686332324
647,Carolyn Coleman,738,"$5,953 ","$3,999 ",765722647
648,Alyssa Lewis,761,"$7,477 ","$2,447 ",54254589
649,Jessica Phillips,605,"$13,046 ","$3,571 ",400504560
650,Mary Fox,615,"$5,402 ","$1,989 ",117677431
651,Brandon Lynch,611,"$5,203 ","$1,924 ",810218246
652,David Perkins,767,"$10,352 ","$1,272 ",681957535
653,Nathan Ferguson,615,"$10,651 ","$4,981 ",680721029
654,Kathleen Barber,769,"$11,924 ","$1,556 ",451781741
655,Christine Burns,655,"$12,355 ","$2,782 ",415093427
656,Jennifer Martinez,636,"$10,866 ","$2,277 ",325555690
657,Felicia Johnson,645,"$10,387 ","$3,982 ",715094271
658,Ashley Brown,791,"$11,695 ","$2,567 ",419752304
659,David Smith,602,"$11,705 ","$4,649 ",504317593
660,Lisa Mccall,667,"$13,744 ","$3,176 ",273479171
661,Angela Guzman,788,"$12,580 ","$4,109 ",798326008
662,Kyle Russell,610,"$14,252 ","$4,774 ",490888574
663,John Swanson,631,"$11,699 ","$4,907 ",654047742
664,Kimberly Hickman,699,"$7,806 ","$1,012 ",461900989
665,Frank Nunez,728,"$7,264 ","$3,547 ",601183405
666,Carl Tucker,769,"$13,420 ","$4,440 ",499220404
667,Chris Wyatt,787,"$7,427 ","$1,326 ",48552058
668,Elizabeth Mitchell,684,"$8,889 ","$4,441 ",198914511
669,Joseph Ellis,645,"$9,043 ","$4,874 ",895472292
670,Richard Garcia DVM,605,"$7,766 ","$4,042 ",327896899
671,Danielle Elliott,775,"$14,198 ","$1,689 ",877886050
672,Mary Harvey,783,"$6,285 ","$2,749 ",440182588
673,Diane Pittman,753,"$6,698 ","$3,541 ",364815771
674,Paul Garrison,760,"$12,495 ","$3,908 ",764816164
675,Ronald George,638,"$14,862 ","$1,164 ",794087047
676,Ashley Hall,664,"$10,574 ","$4,300 ",130559860
677,Nancy Flores,788,"$11,168 ","$1,111 ",332145720
678,Jerry Hamilton,760,"$5,595 ","$3,033 ",339021922
679,Lindsey Dougherty,622,"$10,871 ","$2,199 ",514434169
680,Mary Carter,771,"$7,470 ","$2,876 ",406080832
681,Timothy Gonzalez,660,"$13,313 ","$2,457 ",737736712
682,Gregory Booth,641,"$11,630 ","$2,382 ",110759428
683,Ryan Kirby,669,"$13,066 ","$4,868 ",649851147
684,Joseph Daniel,700,"$5,242 ","$2,272 ",653482822
685,Melissa Evans,735,"$9,722 ","$3,254 ",586800346
686,Dr. Isabella Quinn MD,720,"$5,572 ","$4,165 ",94623436
687,Bill Jackson,736,"$14,347 ","$3,261 ",244922775
688,Brett Lloyd,667,"$5,627 ","$2,867 ",717509831
689,Julie Allen,701,"$6,966 ","$2,653 ",339384600
690,Gerald Hanson,688,"$13,126 ","$1,209 ",738858759
691,Nicole Collins,605,"$9,473 ","$4,030 ",257276241
692,Caroline Hall,608,"$9,160 ","$3,788 ",679682565
693,Stephanie Lee,774,"$14,535 ","$3,878 ",205461297
694,Janet Walter,798,"$9,747 ","$3,810 ",148097607
695,Katie White,795,"$8,393 ","$4,123 ",566848155
696,David Rios,735,"$13,458 ","$2,393 ",584209909
697,Anthony Heath DDS,698,"$9,106 ","$1,855 ",607344077
698,Brianna Palmer,629,"$14,273 ","$2,349 ",420809703
699,Nathan Kirk,662,"$14,603 ","$3,760 ",708199909
700,Joshua Wells,784,"$13,729 ","$3,790 ",642512805
701,Zachary Steele,690,"$7,663 ","$4,753 ",667344853
702,Heather Olson,639,"$10,417 ","$4,466 ",182574063
703,Stephen Walker,791,"$5,148 ","$3,395 ",500211455
704,Brian Jones,613,"$14,254 ","$1,639 ",223161964
705,Robin Patterson,688,"$10,950 ","$2,192 ",197612843
706,Carol Craig,760,"$9,807 ","$2,323 ",738072935
707,Michael Gallagher,726,"$11,613 ","$3,460 ",541344203
708,Joshua Howell,710,"$7,785 ","$1,004 ",111835132
709,Dominique Patel,636,"$14,315 ","$1,178 ",501950796
710,Angelica Dillon,713,"$7,061 ","$2,398 ",316915856
711,Jennifer Hicks,602,"$12,871 ","$4,726 ",231582809
712,Garrett Black,770,"$9,220 ","$4,060 ",816199749
713,Tammy Christian,756,"$8,074 ","$1,287 ",146160056
714,Michael Lewis,740,"$11,944 ","$2,141 ",303672579
715,Shelby White,644,"$13,675 ","$1,695 ",615190006
716,Kimberly Chang,616,"$7,578 ","$3,374 ",466616526
717,Robert Stewart,628,"$13,256 ","$3,589 ",207905165
718,Danny Ellis,739,"$14,913 ","$2,575 ",691821946
719,Melissa Contreras,793,"$12,121 ","$2,088 ",129661623
720,John Schneider,679,"$9,668 ","$1,055 ",327191627
721,Patricia Hart,709,"$9,594 ","$4,875 ",50888405
722,Susan Edwards,666,"$13,812 ","$3,159 ",306260610
723,Blake Osborne,741,"$10,208 ","$2,401 ",887828451
724,Katrina Hughes,648,"$12,072 ","$4,242 ",607595119
725,Jason Snyder,636,"$5,097 ","$4,072 ",222224952
726,Kenneth Marks,730,"$7,544 ","$4,213 ",485566821
727,Ryan Villanueva,769,"$14,228 ","$2,573 ",94632609
728,Ryan Bradley,692,"$12,604 ","$4,889 ",86602662
729,Joseph Oneal,609,"$14,201 ","$4,737 ",650610656
730,Tina Foster DDS,705,"$8,740 ","$4,685 ",667084879
731,Jeff Garcia,604,"$10,934 ","$3,167 ",783033574
732,Elizabeth Bradley,640,"$8,186 ","$3,584 ",898453534
733,Andrea Lopez,690,"$13,142 ","$1,078 ",792200702
734,Debra Hubbard,787,"$9,082 ","$3,341 ",549208366
735,Michael Deleon,661,"$9,496 ","$1,758 ",804262501
736,Devin Anderson,794,"$11,880 ","$1,319 ",358728640
737,Melissa Taylor,746,"$12,342 ","$1,969 ",855752689
738,Nicholas Marshall,790,"$12,367 ","$4,537 ",636623030
739,Amy Cox,730,"$6,645 ","$4,923 ",614891989
740,Kristy Perez,648,"$7,694 ","$2,804 ",373316429
741,Mark Goodman,616,"$11,991 ","$3,599 ",213774538
742,Michael Thomas,701,"$9,454 ","$2,035 ",237480193
743,Brandi Henderson,711,"$10,835 ","$3,497 ",499985372
744,Kayla Diaz,683,"$6,484 ","$2,257 ",599753874
745,Samuel Carroll Jr.,607,"$13,069 ","$1,044 ",232415719
746,Benjamin Mcdaniel,795,"$9,105 ","$1,830 ",275311155
747,Courtney Fields,795,"$11,519 ","$2,583 ",898503015
748,Connie Madden,711,"$11,377 ","$3,855 ",215720779
749,Craig Pham,609,"$14,546 ","$2,905 ",743884232
750,Patricia Phillips,690,"$14,319 ","$1,519 ",893813848
751,Edward Bowen,744,"$9,560 ","$2,343 ",43841518
752,Erin Hernandez,606,"$11,522 ","$2,940 ",315347608
753,Christopher Moreno,733,"$7,217 ","$1,170 ",600602316
754,Martha Miles,620,"$14,272 ","$4,542 ",148695586
755,Julie Serrano,688,"$10,914 ","$1,018 ",554438707
756,Jessica Snyder,617,"$8,125 ","$3,938 ",629384218
757,Kelly Clark,628,"$13,857 ","$2,929 ",612323058
758,James James,611,"$10,153 ","$4,801 ",7355996
759,Stephen Shepherd,606,"$10,157 ","$2,608 ",889064116
760,Jessica Larsen,632,"$9,506 ","$2,664 ",391057304
761,Cassidy Parsons,771,"$7,328 ","$3,439 ",534346832
762,Brian Woods,637,"$11,622 ","$4,549 ",63457782
763,Shannon Butler,678,"$13,380 ","$1,245 ",742316395
764,Bradley Chang,641,"$7,054 ","$4,657 ",213142618
765,Robert Hamilton,634,"$12,878 ","$3,888 ",855956570
766,Jason Rose,764,"$5,765 ","$3,989 ",456886802
767,Thomas Khan,733,"$5,712 ","$4,373 ",757032321
768,Joe Lee,742,"$11,344 ","$4,889 ",836622150
769,Nicole Schultz,646,"$10,647 ","$4,277 ",474544135
770,Michael Burnett,749,"$6,356 ","$1,330 ",418842088
771,Raven Adams,743,"$7,857 ","$4,331 ",840029786
772,Roger Clark,667,"$8,303 ","$4,277 ",624140793
773,Sandra Thomas,666,"$10,372 ","$3,868 ",214331218
774,Monica Schultz,781,"$9,159 ","$4,204 ",94096761
775,Randy Hughes,666,"$13,477 ","$4,831 ",215103887
776,Ryan Meyer,716,"$7,542 ","$4,099 ",495254771
777,Angel Saunders,714,"$14,055 ","$1,625 ",94206350
778,Jared Howe,609,"$14,592 ","$1,724 ",153132060
779,Melissa Fritz,764,"$13,392 ","$1,138 ",384207491
780,Lori Rocha,793,"$10,178 ","$4,349 ",687070203
781,Wanda Gilbert,618,"$8,160 ","$3,655 ",95534123
782,Robert Walters,716,"$8,911 ","$4,327 ",521135773
783,Alicia Weaver,717,"$13,556 ","$1,652 ",679505420
784,Patricia Knight,781,"$10,466 ","$4,738 ",657328940
785,Kyle Anderson,767,"$7,209 ","$2,951 ",53741087
786,Elizabeth James,797,"$14,108 ","$1,234 ",134423525
787,Victoria Smith,739,"$6,350 ","$4,361 ",498934047
788,Maria Ball,732,"$10,625 ","$1,010 ",317859718
789,Taylor James,798,"$6,310 ","$1,425 ",13313299
790,Albert Jones,709,"$14,953 ","$2,443 ",686954514
791,Michael Flores,745,"$12,398 ","$2,375 ",212673572
792,Joshua Lewis,696,"$13,395 ","$2,482 ",596690448
793,Danielle Dunn,762,"$6,947 ","$1,557 ",602898413
794,Daniel Cole MD,681,"$5,372 ","$1,747 ",85162073
795,Melissa Harmon,787,"$7,049 ","$1,078 ",117486577
796,Kelsey Foster,686,"$14,952 ","$1,791 ",129127790
797,Lisa Jones,611,"$11,780 ","$3,643 ",658407512
798,Erika Finley,615,"$10,099 ","$4,263 ",280489419
799,Jennifer Williams,699,"$5,855 ","$3,459 ",236356400
800,Kathryn Wagner,796,"$7,755 ","$2,465 ",221778434
801,Joan Holmes,619,"$11,688 ","$1,221 ",72588101
802,Lisa Thomas,712,"$10,815 ","$3,474 ",665026254
803,Jeffery Gonzalez,758,"$9,191 ","$3,753 ",247411124
804,Brenda Contreras,679,"$14,219 ","$4,477 ",643331615
805,Denise Potter,716,"$11,753 ","$1,740 ",687501616
806,Angela Smith,607,"$12,433 ","$4,286 ",92185166
807,Nichole Jones,667,"$8,121 ","$4,888 ",808958858
808,Kenneth Kelly,699,"$6,050 ","$2,464 ",445965422
809,Jordan Le MD,624,"$7,021 ","$1,107 ",50324587
810,Rachel Perez,689,"$5,349 ","$1,725 ",786491468
811,Jennifer Tate,703,"$5,223 ","$2,322 ",398565241
812,William Gregory,716,"$14,077 ","$4,055 ",155040048
813,Laura Ortiz,777,"$13,126 ","$2,951 ",764075876
814,Matthew Adkins,620,"$5,847 ","$3,193 ",479394211
815,Mike Myers,702,"$9,296 ","$1,113 ",544336740
816,Stephen Harvey,765,"$13,451 ","$1,392 ",868919723
817,Jennifer Ward,620,"$10,465 ","$2,468 ",345158482
818,Luke Mckinney,625,"$12,723 ","$4,965 ",637865838
819,Paula Baxter,608,"$7,527 ","$4,723 ",623861618
820,Troy Martin,732,"$9,703 ","$4,931 ",101825278
821,Cheryl Herrera,609,"$5,011 ","$2,542 ",673300311
822,Robert Smith,686,"$7,570 ","$4,868 ",53850240
823,Michael Adams,740,"$7,406 ","$1,657 ",100852699
824,Mr. Jonathan Tucker DVM,644,"$7,604 ","$3,621 ",478679038
825,Kevin Tran,774,"$8,974 ","$4,863 ",763507386
826,Robert Foster,759,"$10,378 ","$4,873 ",592034096
827,Jonathon Castillo Jr.,606,"$12,912 ","$4,926 ",608998904
828,William Wilkins,760,"$11,522 ","$1,180 ",824157898
829,Amy White,657,"$8,936 ","$3,603 ",756257076
830,Tina Martinez,672,"$10,383 ","$1,696 ",674076154
831,Jill Weber,660,"$10,768 ","$1,925 ",616301576
832,Jesse Villanueva,641,"$11,893 ","$2,896 ",413090416
833,Brian Jones,693,"$14,263 ","$1,565 ",450906102
834,Lisa Thornton,698,"$14,255 ","$4,157 ",475916264
835,Kristin Fisher,603,"$7,656 ","$4,810 ",552392386
836,Lisa Davis,749,"$5,092 ","$3,813 ",668423336
837,Valerie Case,699,"$7,817 ","$1,609 ",654416304
838,Erik Parker,604,"$5,412 ","$4,375 ",25403126
839,Molly Delgado,682,"$13,357 ","$1,015 ",215318865
840,Sherry Bowen,609,"$5,773 ","$4,183 ",344119349
841,Antonio Garcia,628,"$14,388 ","$3,504 ",225305851
842,Kelsey Paul,637,"$7,509 ","$3,759 ",541391881
843,Dawn Gill,697,"$5,433 ","$2,715 ",511271848
844,Alejandro Banks,711,"$14,306 ","$4,742 ",486658012
845,Lori Higgins,775,"$10,454 ","$3,913 ",631853991
846,Seth Baker,663,"$7,258 ","$2,491 ",94461600
847,Kara Collins,730,"$8,549 ","$3,184 ",768704680
848,Maria James,702,"$6,196 ","$1,531 ",570816050
849,Rodney Sellers,704,"$14,275 ","$3,697 ",723134622
850,Ronald Howell,689,"$6,581 ","$2,767 ",798046402
851,Christian Snyder,711,"$9,024 ","$2,929 ",502761098
852,Shannon Leach,697,"$8,686 ","$4,753 ",587923738
853,Shawn Lee,701,"$8,933 ","$3,643 ",386022039
854,Lisa Gaines,723,"$11,505 ","$4,770 ",240889209
855,April Evans,748,"$6,130 ","$4,422 ",397391883
856,Kristie Lewis,664,"$9,519 ","$4,625 ",868359525
857,Richard Dalton,734,"$11,091 ","$3,221 ",75979084
858,Dana Arnold,605,"$14,896 ","$3,505 ",379334658
859,Breanna Williams,799,"$12,775 ","$4,591 ",454455629
860,Austin Moreno,660,"$9,526 ","$1,165 ",414134130
861,Charles Gray,756,"$10,268 ","$4,552 ",655583023
862,Kathryn Davis,700,"$6,747 ","$3,189 ",688837768
863,Jack Curry,612,"$7,362 ","$3,922 ",882126939
864,Russell Miller,700,"$5,439 ","$4,144 ",403102661
865,Elizabeth Morgan,707,"$11,440 ","$2,773 ",30385663
866,Carolyn Moore,626,"$12,547 ","$3,474 ",891921981
867,Kaitlyn Clarke,718,"$7,644 ","$1,694 ",588197868
868,Joseph Wiley,687,"$12,771 ","$2,683 ",503815991
869,Grace Griffith,640,"$14,669 ","$4,761 ",152079099
870,Karen Gross,672,"$13,250 ","$1,460 ",2994794
871,Daniel Kerr,694,"$10,659 ","$1,584 ",781335132
872,Miguel Dunn,760,"$10,859 ","$4,138 ",692788631
873,Courtney Moses,721,"$13,498 ","$4,086 ",838488231
874,Beverly Bailey,613,"$8,206 ","$4,592 ",804969402
875,Vincent Ferguson,665,"$7,898 ","$3,963 ",778339276
876,Lisa Ingram,749,"$10,319 ","$2,212 ",848493601
877,Benjamin Bowen,697,"$5,679 ","$2,192 ",195463823
878,Eric Campbell,741,"$12,064 ","$1,142 ",593370304
879,Edward King,774,"$11,726 ","$2,102 ",385275861
880,Stephanie Patterson,696,"$8,410 ","$2,420 ",312417493
881,Kimberly Mitchell,634,"$7,165 ","$1,451 ",164370378
882,Dakota Brown,756,"$10,848 ","$1,678 ",348399360
883,Kenneth Torres,607,"$12,054 ","$3,362 ",284405460
884,Mary Lawson,701,"$12,594 ","$1,311 ",663817326
885,Victor Hall,764,"$6,275 ","$4,185 ",418216129
886,Sally Robbins,708,"$13,927 ","$3,974 ",763411370
887,Jorge Curry,741,"$7,265 ","$1,693 ",315708207
888,Danny Hicks,639,"$8,399 ","$1,673 ",353748097
889,Kendra Holmes,658,"$5,486 ","$3,151 ",22360162
890,Robert Smith,634,"$13,078 ","$2,462 ",297590982
891,Joseph Gallagher,759,"$9,719 ","$3,934 ",641154463
892,Lonnie Anderson,685,"$6,941 ","$4,287 ",738319380
893,Michael Conner,704,"$9,288 ","$4,683 ",771100730
894,Brittany Francis,640,"$10,611 ","$3,572 ",745064540
895,Joy Cherry,728,"$10,436 ","$3,183 ",4308460
896,Alexander Rodriguez,777,"$7,368 ","$4,736 ",78963423
897,Andrew Mata,696,"$14,100 ","$2,250 ",414933315
898,Adam Bass,660,"$11,202 ","$2,419 ",334670346
899,Martin Oneill,699,"$12,721 ","$3,095 ",429720707
900,Derek Torres,678,"$11,719 ","$2,664 ",327522894
901,Barbara Harris,625,"$7,523 ","$1,604 ",729166984
902,Peter Gomez,601,"$14,559 ","$3,439 ",685891404
903,Curtis Vazquez,762,"$13,472 ","$1,437 ",531949339
904,Jamie Stewart,778,"$8,357 ","$3,440 ",696413087
905,Warren Lucas,764,"$14,881 ","$3,103 ",560763323
906,Taylor Monroe,628,"$9,369 ","$3,820 ",434732999
907,Jeffrey Wells,787,"$7,762 ","$2,539 ",677537456
908,Mark Wise,621,"$5,590 ","$1,042 ",247480334
909,Julie Moreno,629,"$10,933 ","$4,347 ",639588548
910,Kevin Larsen,784,"$12,875 ","$2,303 ",340556211
911,Jordan Mccormick,627,"$12,415 ","$2,511 ",587860560
912,Devin Case,749,"$9,159 ","$3,730 ",774108760
913,Claudia Cain,724,"$8,747 ","$4,779 ",746093971
914,Courtney Frazier,640,"$14,201 ","$3,259 ",596681762
915,Pamela Morgan,619,"$13,322 ","$4,771 ",562801520
916,Diana Stanton,643,"$5,422 ","$4,389 ",696810043
917,Brian Smith,764,"$7,733 ","$4,598 ",429153946
918,Jason Hall,732,"$11,699 ","$3,491 ",589178488
919,Martin Rojas,769,"$8,409 ","$2,794 ",553776235
920,William Hill,781,"$11,635 ","$2,081 ",288721518
921,Nicholas Hopkins,605,"$14,624 ","$1,549 ",706040390
922,Christopher Moore,699,"$7,807 ","$4,625 ",572815739
923,Andrew Lewis,712,"$14,256 ","$1,219 ",513930446
924,Charles Casey,696,"$6,422 ","$3,638 ",748500349
925,Alicia Kirby DVM,750,"$11,638 ","$2,370 ",150944309
926,George Lewis,659,"$13,303 ","$4,577 ",849614859
927,Rebecca Mcdonald,716,"$5,640 ","$2,965 ",848217330
928,Ronald Williams,758,"$6,667 ","$2,100 ",703065031
929,Laura Wood,729,"$13,032 ","$3,256 ",122271692
930,Laura Walsh,765,"$11,456 ","$2,936 ",510381358
931,Richard Jackson,667,"$7,965 ","$1,941 ",44696219
932,Bradley Gray,738,"$10,969 ","$1,653 ",844582919
933,Peter Burke,677,"$14,975 ","$4,406 ",765712833
934,Andrew Reid,636,"$12,486 ","$1,281 ",118674768
935,Cole Odonnell,617,"$12,833 ","$2,610 ",322869776
936,Virginia Myers,744,"$11,717 ","$3,277 ",83234585
937,Erik Giles,623,"$9,350 ","$2,975 ",826800683
938,Jacob Mason,658,"$6,816 ","$2,215 ",550708566
939,Melinda Hunter,636,"$10,889 ","$4,325 ",725122818
940,Connor Evans,624,"$7,271 ","$3,696 ",491827902
941,Blake Newman,614,"$7,241 ","$3,402 ",17213346
942,Timothy Ward,743,"$8,252 ","$1,028 ",85468495
943,Emily Thomas,608,"$11,624 ","$3,286 ",20930675
944,Alexander Evans,779,"$14,858 ","$3,008 ",690473147
945,Casey Scott,782,"$6,753 ","$4,814 ",207936106
946,Abigail Snyder,721,"$14,167 ","$2,422 ",112078979
947,Charles Decker,799,"$10,620 ","$4,574 ",212902156
948,Joy Palmer,624,"$5,084 ","$1,989 ",80056331
949,Alicia Lee,658,"$13,154 ","$4,434 ",338374799
950,Robert Murray,679,"$9,496 ","$1,920 ",766645386
951,William Young,602,"$13,120 ","$2,453 ",820222245
952,Eugene Anderson,730,"$10,584 ","$1,375 ",749863289
953,Phillip Parker,619,"$9,993 ","$3,349 ",227040157
954,Patricia Andrews,708,"$8,706 ","$4,026 ",317186089
955,Christina Short,694,"$11,244 ","$4,525 ",512751774
956,Jennifer Ryan,794,"$7,383 ","$1,948 ",534170663
957,Sean Parker,673,"$8,265 ","$4,040 ",15426715
958,Matthew Paul,798,"$12,882 ","$3,703 ",341141843
959,Patricia Rojas,800,"$10,884 ","$2,158 ",807635623
960,Jill Lawrence,698,"$7,119 ","$4,404 ",473967703
961,William Miller,799,"$6,957 ","$2,643 ",633168365
962,Larry Mccoy,690,"$13,196 ","$4,557 ",568342412
963,Tammy Avila MD,720,"$8,746 ","$3,687 ",378805421
964,Stacey Hester,781,"$11,126 ","$3,589 ",520604760
965,Justin Schwartz,691,"$12,076 ","$2,136 ",431605329
966,Larry Lewis,691,"$11,567 ","$4,142 ",16723005
967,William Grant,796,"$9,638 ","$4,549 ",851451496
968,Felicia Freeman,626,"$12,859 ","$4,701 ",406736172
969,Chase Adams,674,"$6,976 ","$2,826 ",131359911
970,Frank Patterson,639,"$10,636 ","$4,821 ",640791070
971,Julie Harrington,662,"$8,062 ","$4,807 ",651641019
972,Ronald Gonzalez,686,"$13,180 ","$1,936 ",548136027
973,Tina Harper,628,"$11,289 ","$4,994 ",834396855
974,Erika Daniel,699,"$12,615 ","$3,103 ",356256766
975,Dawn Knight,718,"$14,271 ","$4,393 ",549624640
976,Emily Everett,758,"$8,615 ","$3,767 ",773976622
977,Andrew Day,702,"$13,228 ","$2,274 ",675863846
978,Roberto Bolton,724,"$8,811 ","$2,288 ",823812723
979,Zachary Rangel,732,"$5,026 ","$1,376 ",71968893
980,Samantha Allen,720,"$10,196 ","$2,614 ",142427034
981,Nicholas Martin,658,"$12,067 ","$1,199 ",421271384
982,Frank Patel,747,"$5,662 ","$2,665 ",422256493
983,Kristen Cooley,623,"$9,316 ","$1,820 ",308073949
984,Juan Wright,785,"$10,354 ","$1,731 ",8424833
985,Robert Franklin,628,"$7,962 ","$4,265 ",566769781
986,Antonio Mccormick,778,"$10,966 ","$1,115 ",828793994
987,Mr. Derrick Carter,659,"$5,715 ","$1,033 ",133950751
988,Matthew Hernandez,697,"$13,758 ","$1,018 ",603351717
989,James Ho,633,"$6,908 ","$4,364 ",766180769
990,Joe Reese,754,"$14,926 ","$4,829 ",3632140
991,Richard Reynolds,651,"$6,336 ","$4,035 ",504160736
992,Maria Bentley DVM,719,"$8,239 ","$4,472 ",441673221
993,Luis Bell,600,"$13,523 ","$4,672 ",106345513
994,Mark Dorsey,759,"$11,802 ","$1,273 ",539303579
995,Raven Perez,737,"$7,902 ","$4,792 ",271703078
996,Matthew Marks,659,"$8,718 ","$4,802 ",136796908
997,Christopher Padilla,706,"$11,257 ","$2,944 ",749192010
998,Jillian Kerr,600,"$12,140 ","$1,860 ",546561011
999,Nicholas Baker,697,"$5,674 ","$3,522 ",663802662
1000,Patricia Cole,668,"$5,467 ","$3,387 ",79674129
1001,Jamie Phillips,688,"$11,020 ","$4,387 ",892905980
1002,Jessica Smith,686,"$12,436 ","$3,624 ",525095818
1003,Suzanne Bryant,634,"$14,763 ","$3,117 ",61025666
1004,Darlene Brown,623,"$9,124 ","$4,871 ",238673795
1005,Jessica Snyder,626,"$6,695 ","$2,117 ",484225649
1006,Julie Garcia,606,"$7,324 ","$3,542 ",476043749
1007,Julia Bryant,797,"$7,226 ","$2,552 ",260034439
1008,Joshua Mora,653,"$14,390 ","$4,997 ",547257958
1009,Peter Bradley,768,"$10,235 ","$1,825 ",682108573
1010,Alicia Moore,707,"$13,323 ","$3,049 ",541563917
1011,Danielle Charles,630,"$14,168 ","$1,432 ",472611964
1012,Joshua Welch,777,"$12,776 ","$1,510 ",285595805
1013,Angela Cox,730,"$12,334 ","$2,924 ",2408425
1014,Anthony Williams,645,"$12,453 ","$3,243 ",403820230
1015,Joshua Perry,686,"$7,111 ","$2,704 ",113059050
1016,Brian Stokes,665,"$11,180 ","$1,321 ",207609049
1017,Jody Johnson,744,"$13,281 ","$2,374 ",90858347
1018,Kelly Mitchell,659,"$12,435 ","$2,017 ",124564818
1019,Jamie Vaughn,689,"$12,873 ","$4,175 ",181108660
1020,Samantha Barnes,705,"$5,391 ","$2,830 ",638972578
1021,Michael Davidson,785,"$5,098 ","$3,262 ",383433665
1022,Debbie Golden,703,"$12,308 ","$1,917 ",351833696
1023,Kelly Howell,709,"$8,949 ","$2,037 ",139826943
1024,Julie Snyder,722,"$12,783 ","$1,577 ",646886430
1025,Todd Figueroa,658,"$12,223 ","$2,161 ",368174634
1026,Christopher Franklin,692,"$12,965 ","$3,455 ",35132699
1027,Doris Maddox,638,"$13,558 ","$3,803 ",519757500
1028,Sharon Gonzalez,622,"$8,073 ","$2,228 ",20485981
1029,Gary Hanson,732,"$7,011 ","$4,875 ",635680765
1030,Lindsey Baker,615,"$7,541 ","$2,404 ",726933260
1031,Alexander White,609,"$10,479 ","$4,563 ",319808569
1032,Angela Hanna,759,"$7,627 ","$4,136 ",872353547
1033,Katherine Wilkerson,719,"$11,394 ","$3,776 ",561387522
1034,Jessica Lyons,648,"$11,741 ","$3,032 ",94230772
1035,Jessica Anderson,649,"$7,744 ","$2,601 ",600640089
1036,Shannon Marshall,612,"$10,553 ","$4,635 ",734026672
1037,Amanda Mcgrath,794,"$13,534 ","$1,768 ",266393479
1038,Shelly White,785,"$10,374 ","$1,750 ",231644157
1039,Daniel Adams,732,"$13,892 ","$3,918 ",892872920
1040,Carol Silva,752,"$14,546 ","$2,777 ",617970688
1041,Joshua Reid,638,"$13,084 ","$4,681 ",782220776
1042,Dr. Jeffrey Jordan,769,"$14,350 ","$4,804 ",500188285
1043,Kendra Hunt,654,"$14,798 ","$2,807 ",24119391
1044,Jackie Barrera,608,"$8,980 ","$2,997 ",657915865
1045,Mackenzie Williams,754,"$10,204 ","$3,276 ",394718316
1046,Joshua Carlson,787,"$8,217 ","$1,002 ",890466490
1047,Jordan Park,611,"$6,020 ","$1,549 ",893844716
1048,Shawn Fleming,662,"$12,261 ","$4,580 ",295397997
1049,Lindsey Anderson,772,"$14,993 ","$1,917 ",133525948
1050,Paul Andersen,769,"$6,786 ","$4,530 ",685575906
1051,Marie Gamble,793,"$13,449 ","$2,742 ",223683659
1052,Kenneth Mcconnell,765,"$9,692 ","$4,626 ",736575844
1053,John Hernandez,774,"$10,540 ","$3,021 ",821372742
1054,Shannon Anderson,775,"$8,148 ","$1,668 ",540106045
1055,Brendan Sanchez,695,"$14,131 ","$4,453 ",310010675
1056,Gregory Walsh,691,"$12,178 ","$2,600 ",75529314
1057,Vincent Anderson,712,"$10,202 ","$4,465 ",85894201
1058,Meghan Webb,719,"$6,103 ","$1,600 ",783487623
1059,Jesse Bauer,656,"$6,856 ","$4,078 ",770863480
1060,James Bradford,639,"$11,456 ","$4,894 ",83175323
1061,Carrie Schmidt,718,"$13,857 ","$1,860 ",800714806
1062,Cody Nguyen,694,"$5,763 ","$1,087 ",515041481
1063,Anthony Crawford,703,"$8,396 ","$1,358 ",37665118
1064,Kurt Perez,705,"$14,592 ","$3,333 ",838054629
1065,Nicholas Rhodes,705,"$13,861 ","$1,862 ",116325693
1066,Christine Montes,762,"$5,067 ","$4,934 ",615063703
1067,Russell Burke,771,"$7,234 ","$3,174 ",116074768
1068,Shannon Baker,764,"$13,023 ","$2,264 ",75638539
1069,Bill Jones,697,"$13,911 ","$3,200 ",155116036
1070,Karen Chaney,616,"$6,282 ","$3,477 ",427938384
1071,David Parks,787,"$13,073 ","$4,081 ",20177467
1072,Kristi Mendez,603,"$8,341 ","$2,717 ",97199866
1073,Michael Griffith,757,"$10,898 ","$2,278 ",548543584
1074,Zachary Salazar,621,"$5,380 ","$4,143 ",695322253
1075,David Heath,661,"$5,456 ","$3,408 ",558192653
1076,Ann Nixon,731,"$11,021 ","$1,628 ",386090646
1077,Patricia Munoz,719,"$9,233 ","$1,451 ",184386964
1078,Dillon Stone,751,"$12,326 ","$2,140 ",376631050
1079,Mario Hicks,656,"$11,270 ","$2,573 ",804229582
1080,Jessica Willis,790,"$13,303 ","$4,798 ",499418368
1081,Gregory Smith,686,"$8,740 ","$4,375 ",476194320
1082,Christopher Blackwell,751,"$9,323 ","$4,832 ",439485119
1083,Logan Robinson,622,"$5,721 ","$1,634 ",24465368
